vgsales.rank,vgsales.name,vgsales.year,vgsales.genre,vgsales.publisher,vgsales.na_sales,vgsales.eu_sales,vgsales.jp_sales,vgsales.other_sales,vgsales.global_sales,vgsales.platform
5868,Super Robot Taisen OG: Original Generations Gaiden,2007,Strategy,Banpresto,0,0,0.3,0,0.3,PS2
13368,Gitaroo Man,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,PS2
5881,Romance of the Three Kingdoms VIII,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3,PS2
8366,Catwoman,2004,Action,Electronic Arts,0.08,0.06,0,0.02,0.17,PS2
5885,Hard Hitter Tennis,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3,PS2
8362,Gallop Racer 2001,2001,Sports,Tecmo Koei,0.05,0.04,0.06,0.01,0.17,PS2
407,Star Wars Episode III: Revenge of the Sith,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,PS2
8359,.hack//G.U. Vol.1//Rebirth,2006,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,PS2
11002,Road Trip,2002,Racing,Play It,0.04,0.03,0,0.01,0.09,PS2
5896,Rayman 2: Revolution,2000,Platform,Ubisoft,0.15,0.11,0,0.04,0.3,PS2
256,Kingdom Hearts II,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,PS2
5904,Pride FC: Fighting Championships,2003,Fighting,THQ,0.15,0.11,0,0.04,0.3,PS2
5905,Eternal Ring,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3,PS2
5917,Showdown: Legends of Wrestling,2004,Fighting,Acclaim Entertainment,0.15,0.11,0,0.04,0.3,PS2
8350,Fate/Stay Night [Réalta Nua],2007,Adventure,Kadokawa Shoten,0,0,0.17,0,0.17,PS2
8349,Disney TH!NK Fast: The Ultimate Trivia Showdown,2008,Misc,Disney Interactive Studios,0.08,0.06,0,0.02,0.17,PS2
5926,Full Spectrum Warrior,2005,Strategy,THQ,0.15,0.11,0,0.04,0.3,PS2
8347,Major League Baseball 2K9,2009,Sports,Spike,0.08,0.06,0,0.02,0.17,PS2
5930,The Sims 2: Pets,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3,PS2
405,Ratchet & Clank,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,PS2
11948,Romance of the Three Kingdoms IX,2003,Strategy,Tecmo Koei,0.03,0.03,0,0.01,0.07,PS2
404,James Bond 007: Nightfire,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,PS2
5947,MLB SlugFest Loaded,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3,PS2
13320,Naruto: Uzumaki Chronicles 2 (JP sales),2006,Action,Namco Bandai Games,0,0,0.05,0,0.05,PS2
5960,Grandia II,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29,PS2
8336,James Cameron's Dark Angel,N/A,Action,Universal Interactive,0.08,0.07,0,0.02,0.17,PS2
13309,World Championship Pool 2004,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,PS2
5981,Lupin the 3rd: Treasure of the Sorcerer King,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29,PS2
5986,Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,0.11,0.03,0,0.15,0.29,PS2
5989,WinBack: Covert Operations,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29,PS2
11966,Silent Hill: Origins,2008,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,PS2
13293,Kiniro no Corda 2 Encore,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,PS2
11969,ESPN National Hockey Night,2001,Sports,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,PS2
6001,Ratchet & Clank: Size Matters,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,PS2
6003,Atelier Iris 3: Grand Phantasm (US Sales),2006,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.29,PS2
16469,Magicians Academy,2007,Role-Playing,Enterbrain,0,0,0.01,0,0.01,PS2
6018,Mega Man X8,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29,PS2
6020,Ford Mustang: The Legend Lives,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29,PS2
6024,Jikkyou Powerful Pro Yakyuu 8,2001,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29,PS2
13279,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,2008,Misc,Hackberry,0,0,0.05,0,0.05,PS2
13264,Rugby 06,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05,PS2
6037,Marvel Super Hero Squad,2009,Fighting,THQ,0.14,0.11,0,0.04,0.29,PS2
6039,Heroes of the Pacific,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29,PS2
10030,Shining Force NEO,2005,Role-Playing,Sega,0.06,0.04,0,0.01,0.11,PS2
13256,Growlanser VI: Precarious World,2007,Role-Playing,Atlus,0,0,0.05,0,0.05,PS2
6059,Shrek Super Party,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29,PS2
6061,"Sakura Wars: So Long, My Love",2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,PS2
6062,Dynasty Tactics,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,PS2
13242,GrimGrimoire,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,PS2
13240,Next Generation of Chaos,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05,PS2
13238,Finny the Fish & the Seven Waters,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05,PS2
6074,Surf's Up,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29,PS2
13236,Ms Saga: A New Dawn,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,PS2
6077,Final Fantasy X-2: International + Last Mission,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29,PS2
6079,Rayman 3: Hoodlum Havoc,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29,PS2
11978,McFarlane's Evil Prophecy,N/A,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,PS2
6081,Psi-Ops: The Mindgate Conspiracy,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29,PS2
8306,.hack//G.U. Vol.3//Redemption,2007,Role-Playing,Namco Bandai Games,0,0,0.17,0,0.17,PS2
8305,Hanjuku Eiyuu Tai 3D,2003,Role-Playing,Square Enix,0,0,0.17,0,0.17,PS2
6086,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29,PS2
13232,Koihime Musou,2008,Adventure,Yeti,0,0,0.05,0,0.05,PS2
8304,RoadKill,2003,Action,Midway Games,0.08,0.07,0,0.02,0.17,PS2
13223,J-League Winning Eleven 2010: Club Championship,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,PS2
8298,Backyard Baseball '10,2009,Sports,Atari,0.08,0.07,0,0.02,0.17,PS2
8294,World Destruction League: Thunder Tanks,2000,Action,3DO,0.08,0.07,0,0.02,0.17,PS2
6109,Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28,PS2
6110,SingStar Country,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,PS2
266,Metal Gear Solid 3: Snake Eater,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,PS2
8293,Backyard NFL Football '09,2008,Sports,Atari,0.08,0.07,0,0.02,0.17,PS2
8290,Goblin Commander: Unleash the Horde,2003,Strategy,Jaleco,0.08,0.07,0,0.02,0.17,PS2
8289,MX World Tour Featuring Jamie Little,2005,Racing,Play It,0.08,0.07,0,0.02,0.17,PS2
13213,Stunt GP,2001,Racing,Titus,0.02,0.02,0,0.01,0.05,PS2
6124,Shadow Hearts,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28,PS2
6127,Haven: Call of the King,N/A,Platform,Midway Games,0.14,0.11,0,0.04,0.28,PS2
6131,R: Racing Evolution,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28,PS2
6133,Netsu Chu! Pro Yakyuu 2003,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28,PS2
11992,GunParade Orchestra: Shiro no Shou,2006,Adventure,Sony Computer Entertainment,0,0,0.07,0,0.07,PS2
270,FIFA Soccer 06,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,PS2
13201,Major League Baseball 2K11,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05,PS2
271,EyeToy Play,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,PS2
6148,Viewtiful Joe,2004,Action,Capcom,0.14,0.11,0,0.04,0.28,PS2
6154,Harry Potter and the Sorcerer's Stone,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28,PS2
13188,BeatMania IIDX 4th Style: New Songs Collection,2001,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05,PS2
6164,Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,2002,Misc,Sammy Corporation,0,0,0.28,0,0.28,PS2
6165,Jackass the Game,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28,PS2
8272,MDK2 Armageddon,2001,Shooter,Virgin Interactive,0.08,0.07,0,0.02,0.17,PS2
6168,Hannah Montana: Spotlight World Tour,2008,Action,Disney Interactive Studios,0.12,0.02,0,0.14,0.28,PS2
8270,Ice Age: Dawn of the Dinosaurs,2009,Action,Activision,0.08,0.07,0,0.02,0.17,PS2
6171,Carol Vorderman's Sudoku,2006,Puzzle,Xplosiv,0,0.23,0,0.05,0.28,PS2
6172,MX SuperFly featuring Ricky Carmichael,2002,Racing,THQ,0.14,0.11,0,0.04,0.28,PS2
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",2007,Adventure,505 Games,0,0,0.05,0,0.05,PS2
6175,Syphon Filter: Dark Mirror,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28,PS2
13182,Woody Woodpecker: Escape from Buzz Buzzard Park,2001,Platform,DreamCatcher Interactive,0.02,0.02,0,0.01,0.05,PS2
6178,Mission: Impossible - Operation Surma,2003,Platform,Atari,0.14,0.11,0,0.04,0.28,PS2
6182,Driver: Parallel Lines,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28,PS2
13180,Hummer Badlands,2006,Racing,Global Star,0.02,0.02,0,0.01,0.05,PS2
6187,Backyard Wrestling 2: There Goes the Neighborhood,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28,PS2
6191,Wild ARMs 5,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28,PS2
6193,NFL Blitz 20-02,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,PS2
13178,BeatMania IIDX 3rd Style,2000,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05,PS2
6208,Soul Nomad & the World Eaters,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28,PS2
6210,Bass Strike,2001,Sports,THQ,0.14,0.11,0,0.04,0.28,PS2
6211,NHL Hitz 20-03,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,PS2
6215,Real Pool,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.28,PS2
6218,Mister Mosquito,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28,PS2
13168,Stretch Panic,2001,Platform,Midas Interactive Entertainment,0.02,0.02,0,0.01,0.05,PS2
6224,Dynasty Warriors: Gundam,2008,Action,Namco Bandai Games,0,0,0.28,0,0.28,PS2
13166,Hokuto no Ken,2007,Fighting,Sega,0,0,0.05,0,0.05,PS2
6227,Indiana Jones and the Staff of Kings,2009,Action,Activision,0.11,0.01,0,0.16,0.28,PS2
13163,Tokimeki Memorial Girl's Side 2nd Kiss,2006,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,PS2
8257,Gretzky NHL 2005,2004,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,PS2
6232,Deer Hunter,2003,Sports,Atari,0.14,0.11,0,0.04,0.28,PS2
12015,G-Saviour,2000,Action,Sunrise Interactive,0,0,0.07,0,0.07,PS2
6243,Tak and the Guardians of Gross,2008,Action,THQ,0.14,0.11,0,0.04,0.28,PS2
6245,Summer Heat Beach Volleyball,2003,Sports,Acclaim Entertainment,0.14,0.11,0,0.04,0.28,PS2
6246,NCAA Basketball 09,2008,Sports,Electronic Arts,0.14,0.11,0,0.04,0.28,PS2
13151,Harukanaru Toki no Naka de 3,2004,Adventure,Tecmo Koei,0,0,0.05,0,0.05,PS2
6251,Myst III: Exile,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28,PS2
8245,Smash Court Tennis Pro Tournament,2002,Sports,Sony Computer Entertainment,0.08,0.07,0,0.02,0.17,PS2
10424,Gravity Games Bike: Street Vert Dirt,2002,Sports,Midway Games,0.05,0.04,0,0.01,0.1,PS2
6264,Cabela's Trophy Bucks,2007,Sports,Activision Value,0.13,0.11,0,0.04,0.27,PS2
6266,Q-Ball: Billiards Master,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27,PS2
8240,Global Defence Force,2005,Shooter,Essential Games,0,0,0.17,0,0.17,PS2
280,Madden NFL 2003,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,PS2
6281,Final Fantasy X International,2004,Role-Playing,Square Enix,0,0,0.27,0,0.27,PS2
6287,Trivial Pursuit,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,0.27,PS2
13120,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,2007,Misc,Irem Software Engineering,0,0,0.05,0,0.05,PS2
8231,Warriors of Might and Magic,2001,Adventure,3DO,0.09,0.07,0,0.02,0.17,PS2
8229,Mark Davis Pro Bass Challenge,2002,Sports,Natsume,0.09,0.07,0,0.02,0.17,PS2
6301,Athens 2004,2004,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.27,PS2
13111,OutRun 2006: Coast 2 Coast,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,PS2
6306,Pro Race Driver,2002,Racing,Codemasters,0.13,0.1,0,0.03,0.27,PS2
13104,Medal of Honor: European Assault (weekly JP sales),2005,Shooter,Electronic Arts,0,0,0.05,0,0.05,PS2
10426,Pro Yaky? Spirits 2010,2010,Sports,Konami Digital Entertainment,0,0,0.1,0,0.1,PS2
6312,Rocky: Legends,2004,Action,Ubisoft,0.13,0.1,0,0.03,0.27,PS2
6320,G-Force,2009,Action,Disney Interactive Studios,0.12,0.01,0,0.14,0.27,PS2
12021,Crimson Sea 2,2004,Action,Tecmo Koei,0.03,0.03,0,0.01,0.07,PS2
6325,Wave Rally,2001,Racing,Eidos Interactive,0.13,0.1,0,0.03,0.27,PS2
284,FIFA Soccer 07,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,PS2
8224,SEGA Bass Fishing Duel,2002,Sports,Sega,0.09,0.07,0,0.02,0.17,PS2
16458,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,2007,Fighting,Capcom,0,0,0.01,0,0.01,PS2
6335,Fullmetal Alchemist 2: Curse of the Crimson Elixir,2004,Role-Playing,Square Enix,0.13,0.1,0,0.03,0.27,PS2
13099,Kinnikuman Muscle Grand Prix Max,2006,Fighting,Konami Digital Entertainment,0,0,0.05,0,0.05,PS2
6339,BloodRayne 2,2004,Shooter,THQ,0.13,0.1,0,0.03,0.27,PS2
13095,Kamiwaza,2006,Action,Acquire,0,0,0.05,0,0.05,PS2
8214,Army Men: Sarge's Heroes 2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0,0.02,0.17,PS2
8212,EyeToy: Kinetic,2005,Sports,Sony Computer Entertainment,0.09,0.07,0,0.02,0.17,PS2
6350,Shadow of Rome,2005,Action,Capcom,0.13,0.1,0,0.03,0.27,PS2
487,WWE SmackDown! vs. RAW 2006,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,PS2
6353,Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27,PS2
6356,Stuntman: Ignition,2007,Racing,THQ,0.13,0.1,0,0.03,0.27,PS2
16457,Heart no Kuni no Alice,2008,Adventure,Prototype,0,0,0.01,0,0.01,PS2
6359,MotoGP,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27,PS2
8209,The Suffering: Ties That Bind,2005,Action,Midway Games,0.09,0.07,0,0.02,0.17,PS2
8206,NBA Starting Five,N/A,Sports,Unknown,0.09,0.07,0,0.02,0.18,PS2
6373,XGIII: Extreme G Racing,2001,Racing,Acclaim Entertainment,0.13,0.1,0,0.03,0.27,PS2
8198,Pro Yaky? Spirits 5,2008,Sports,Konami Digital Entertainment,0,0,0.18,0,0.18,PS2
6389,Reign of Fire,2002,Shooter,BAM! Entertainment,0.13,0.1,0,0.03,0.27,PS2
6390,Scooby-Doo! and the Spooky Swamp,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0,0.08,0.27,PS2
8197,Summon Night 4,2006,Role-Playing,Banpresto,0,0,0.18,0,0.18,PS2
10431,Top Spin,2005,Sports,Take-Two Interactive,0.05,0.04,0,0.01,0.1,PS2
6397,Initial D: Special Stage,2003,Racing,Sega,0,0,0.27,0,0.27,PS2
6399,Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27,PS2
12038,Colosseum: Road to Freedom,2005,Role-Playing,Tecmo Koei,0.03,0.03,0,0.01,0.07,PS2
13061,Yanya Caballista: City Skater,2001,Sports,Tecmo Koei,0.02,0.02,0,0.01,0.05,PS2
393,FIFA Soccer 2003,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,PS2
8181,NBA Hoopz,2001,Sports,Midway Games,0.09,0.07,0,0.02,0.18,PS2
6417,InuYasha: Feudal Combat,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03,0.27,PS2
6418,Duel Masters,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27,PS2
8179,UFC: Sudden Impact,2004,Fighting,Global Star,0.09,0.07,0,0.02,0.18,PS2
12041,BeatMania,2006,Simulation,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,PS2
6422,The Dog Island,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27,PS2
8177,Sonic Riders: Zero Gravity,2008,Racing,Sega,0.09,0.07,0,0.02,0.18,PS2
13047,Little Busters! Converted Edition,2009,Adventure,Prototype,0,0,0.05,0,0.05,PS2
391,Spider-Man 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,PS2
13044,Downforce,2002,Racing,Avalon Interactive,0.03,0.02,0,0.01,0.05,PS2
6434,And1 Streetball,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27,PS2
291,God of War II,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,PS2
12043,Sprint Cars: Road to Knoxville,2005,Racing,THQ,0.03,0.03,0,0.01,0.07,PS2
6443,Lowrider,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26,PS2
8166,K-1 World Grand Prix,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,PS2
6456,Rune: Viking Warlord,2001,Action,Take-Two Interactive,0.13,0.1,0,0.03,0.26,PS2
13033,Sengoku Basara X,2008,Fighting,Capcom,0,0,0.05,0,0.05,PS2
6465,Petz: Horsez 2,2007,Simulation,Ubisoft,0.13,0.1,0,0.03,0.26,PS2
6466,NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26,PS2
8163,Tomb Raider: Underworld,2009,Action,Eidos Interactive,0.09,0.04,0,0.05,0.18,PS2
8162,Armored Core: Last Raven,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,PS2
12044,Shrek's Carnival Craze Party Games,2008,Misc,Activision,0.03,0.03,0,0.01,0.07,PS2
6472,MLB SlugFest 2006,2006,Sports,Midway Games,0.13,0.1,0,0.03,0.26,PS2
8158,EyeToy: Groove,2003,Misc,Sony Computer Entertainment,0.09,0.07,0,0.02,0.18,PS2
293,World Soccer Winning Eleven 9,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,PS2
6478,Bolt,2008,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26,PS2
8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,2005,Action,Namco Bandai Games,0,0,0.18,0,0.18,PS2
12047,Silpheed: The Lost Planet,2000,Shooter,Swing! Entertainment,0.03,0.03,0,0.01,0.07,PS2
10786,Ar tonelico: Melody of Elemia,2006,Role-Playing,505 Games,0,0,0.1,0,0.1,PS2
6483,Ford Racing 3,2004,Racing,Take-Two Interactive,0.13,0.1,0,0.03,0.26,PS2
6485,Phantasy Star Universe: Ambition of the Illuminus,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26,PS2
8154,Cabela's Dangerous Hunts 2009,2008,Sports,Activision Value,0.09,0.07,0,0.02,0.18,PS2
6489,Sengoku Basara 2,2006,Action,Capcom,0,0,0.26,0,0.26,PS2
13012,Shifters,2002,Adventure,3DO,0.03,0.02,0,0.01,0.05,PS2
295,Tekken Tag Tournament,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,PS2
12054,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,2007,Adventure,Alchemist,0,0,0.07,0,0.07,PS2
6501,Tom and Jerry in War of the Whiskers,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26,PS2
8149,Fireblade,2002,Action,Midway Games,0.09,0.07,0,0.02,0.18,PS2
13004,Ferrari F355 Challenge,2002,Racing,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,PS2
6515,Riding Spirits,2002,Racing,BAM! Entertainment,0.13,0.1,0,0.03,0.26,PS2
8139,Commandos 2: Men of Courage,2002,Strategy,Eidos Interactive,0.09,0.07,0,0.02,0.18,PS2
6528,NCAA March Madness 08,2007,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26,PS2
6529,Armored Core: Nexus,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26,PS2
6530,Evolution Skateboarding,2002,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26,PS2
6540,Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26,PS2
8134,American Chopper 2: Full Throttle,2005,Racing,Zoo Digital Publishing,0.09,0.07,0,0.02,0.18,PS2
6549,Legaia 2: Duel Saga,2001,Role-Playing,Eidos Interactive,0.13,0.1,0,0.03,0.26,PS2
12987,Legend of Kay,2005,Action,JoWood Productions,0.03,0.02,0,0.01,0.05,PS2
6560,A.C.E.: Another Century's Episode,2005,Simulation,Banpresto,0,0,0.26,0,0.26,PS2
303,Namco Museum: 50th Anniversary,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98,PS2
6567,King of Fighters: Maximum Impact,2004,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26,PS2
12982,Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,PS2
12980,Powerdrome,2004,Racing,Evolved Games,0.03,0.02,0,0.01,0.05,PS2
6573,Drakan: The Ancients' Gates,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,PS2
12976,JoJo no Kimy? na B?ken Fantomu Buraddo,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05,PS2
6588,A.C.E.: Another Century's Episode 3: The Final,2007,Simulation,Banpresto,0,0,0.26,0,0.26,PS2
6595,MTX Mototrax,2004,Racing,Activision,0.13,0.1,0,0.03,0.26,PS2
6596,Tomb Raider: Underworld (Others sales),2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26,PS2
6599,NBA ShootOut 2004,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,PS2
307,Tony Hawk's Underground,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,PS2
8114,The Adventures of Cookie & Cream,2000,Puzzle,Empire Interactive,0.09,0.07,0,0.02,0.18,PS2
6604,Formula One 2001,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26,PS2
10020,Dokapon Kingdom,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11,PS2
12961,The Nightmare of Druaga: Fushigino Dungeon,2004,Role-Playing,Arika,0.03,0.02,0,0.01,0.05,PS2
6615,Teen Titans,2006,Action,THQ,0.12,0.1,0,0.03,0.25,PS2
6621,Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0.17,0.01,0,0.08,0.25,PS2
6624,Surfing H3O,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25,PS2
12953,Growlanser: Heritage of War (jp sales),2006,Role-Playing,Rising Star Games,0,0,0.05,0,0.05,PS2
10019,Melty Blood: Act Cadenza,2006,Fighting,Sega,0,0,0.11,0,0.11,PS2
12079,Robot Alchemic Drive,2002,Action,Enix Corporation,0.03,0.03,0,0.01,0.07,PS2
8105,A.C.E.: Another Century's Episode 2,2006,Simulation,Banpresto,0,0,0.18,0,0.18,PS2
6637,Walt Disney's The Jungle Book: Rhythm N'Groove,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25,PS2
12088,Fighter Maker 2,2002,Fighting,Enterbrain,0.03,0.03,0,0.01,0.07,PS2
6649,College Hoops 2K6,N/A,Sports,Unknown,0.12,0.1,0,0.03,0.25,PS2
312,Tekken 5,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,PS2
12930,Samurai Champloo: Sidetracked,2006,Action,Namco Bandai Games,0.03,0.02,0,0.01,0.05,PS2
12089,Lifeline,2003,Adventure,Sony Computer Entertainment,0.03,0.03,0,0.01,0.07,PS2
6661,Dynasty Warriors 6 (JP sales),2008,Action,Tecmo Koei,0,0,0.25,0,0.25,PS2
10018,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11,PS2
12091,Judie no Atelier: Guramnat no Renkinjutsushi,2002,Role-Playing,Gust,0,0,0.07,0,0.07,PS2
6672,WipEout Fusion,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25,PS2
10442,F1 Career Challenge,2003,Racing,Electronic Arts,0.05,0.04,0,0.01,0.1,PS2
12917,Mountain Bike Adrenaline,N/A,Sports,Unknown,0.03,0.02,0,0.01,0.05,PS2
8094,Tokyo Xtreme Racer DRIFT,2003,Racing,Genki,0.09,0.07,0,0.02,0.18,PS2
12908,Sitting Ducks,2003,Platform,LSP Games,0.03,0.02,0,0.01,0.05,PS2
12907,Bust-A-Bloc,2002,Puzzle,Midas Interactive Entertainment,0,0,0.05,0,0.05,PS2
8093,Mega Man X: Command Mission,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18,PS2
12095,Firefighter F.D.18,2004,Action,Konami Digital Entertainment,0.03,0.03,0,0.01,0.07,PS2
6697,The Mummy: Tomb of the Dragon Emperor,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25,PS2
6699,Scooby-Doo! Unmasked,2005,Platform,THQ,0.12,0.1,0,0.03,0.25,PS2
12888,Rez,2001,Shooter,Sony Computer Entertainment,0.03,0.02,0,0.01,0.05,PS2
12887,Bleach: Blade Battlers,2006,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05,PS2
